Holder,Shares,Date Reported,% Out,Value,Ticker,Fetch_Date
"Newport Trust Company, LLC",194.3M,"Sep 30, 2024",2.71%,4754626601,T,2025-02-05
"Geode Capital Management, LLC",161.12M,"Sep 30, 2024",2.25%,3942622366,T,2025-02-05
Morgan Stanley,85.38M,"Sep 30, 2024",1.19%,2089171558,T,2025-02-05
Bank Of New York Mellon Corporation,85.59M,"Dec 31, 2024",1.19%,2094450716,T,2025-02-05
"Arrowstreet Capital, Limited Partnership",82.84M,"Sep 30, 2024",1.15%,2027058625,T,2025-02-05
Norges Bank Investment Management,71.84M,"Jun 30, 2024",1.00%,1758024539,T,2025-02-05
GQG Partners LLC,70.5M,"Sep 30, 2024",0.98%,1725098711,T,2025-02-05
Baillie Gifford and Company,59.78M,"Dec 31, 2024",4.92%,7276595006,SHOP,2025-02-05
Capital World Investors,52.61M,"Sep 30, 2024",4.33%,6403695080,SHOP,2025-02-05
Price (T.Rowe) Associates Inc,47.77M,"Sep 30, 2024",3.93%,5814925521,SHOP,2025-02-05
Vanguard Group Inc,46.3M,"Sep 30, 2024",3.81%,5635971338,SHOP,2025-02-05
"FMR, LLC",42.31M,"Sep 30, 2024",3.48%,5149918895,SHOP,2025-02-05
Morgan Stanley,41.34M,"Sep 30, 2024",3.40%,5031850408,SHOP,2025-02-05
Capital International Investors,35.55M,"Sep 30, 2024",2.93%,4327292122,SHOP,2025-02-05
Capital Research Global Investors,34.6M,"Sep 30, 2024",2.85%,4212107784,SHOP,2025-02-05
Royal Bank of Canada,19.6M,"Sep 30, 2024",1.61%,2385566247,SHOP,2025-02-05
"Polen Capital Management, LLC",18.97M,"Sep 30, 2024",1.56%,2308954983,SHOP,2025-02-05
Blackrock Inc.,121.94M,"Sep 30, 2024",9.78%,12150902058,GILD,2025-02-05
Vanguard Group Inc,115.34M,"Sep 30, 2024",9.26%,11493918566,GILD,2025-02-05
Capital World Investors,76.55M,"Sep 30, 2024",6.14%,7628100792,GILD,2025-02-05
Capital Research Global Investors,61.8M,"Sep 30, 2024",4.96%,6158337309,GILD,2025-02-05
State Street Corporation,60.17M,"Sep 30, 2024",4.83%,5996109099,GILD,2025-02-05
"Wellington Management Group, LLP",34.6M,"Sep 30, 2024",2.78%,3447957416,GILD,2025-02-05
"FMR, LLC",33.16M,"Sep 30, 2024",2.66%,3304625138,GILD,2025-02-05
Dodge & Cox Inc,33.05M,"Sep 30, 2024",2.65%,3293007742,GILD,2025-02-05
"Geode Capital Management, LLC",27.54M,"Sep 30, 2024",2.21%,2744447737,GILD,2025-02-05
Norges Bank Investment Management,17.39M,"Jun 30, 2024",1.40%,1732819556,GILD,2025-02-05
UBS Asset Management Americas Inc,6.26M,"Sep 30, 2024",0.97%,633792400,NTES,2025-02-05
Ninety One UK Ltd,6.23M,"Dec 31, 2024",0.97%,631189255,NTES,2025-02-05
Lazard Asset Management LLC,3.53M,"Sep 30, 2024",0.55%,357483594,NTES,2025-02-05
Orbis Allan Gray Ltd,3.48M,"Sep 30, 2024",0.54%,352542327,NTES,2025-02-05
Greenwoods Asset Management Hong Kong Ltd.,3.28M,"Sep 30, 2024",0.51%,332023507,NTES,2025-02-05
Capital World Investors,2.65M,"Sep 30, 2024",0.41%,268388580,NTES,2025-02-05
Dodge & Cox Inc,2.63M,"Sep 30, 2024",0.41%,266742740,NTES,2025-02-05
"HHLR Advisors, LTD",2.59M,"Sep 30, 2024",0.40%,262182248,NTES,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.96M,"Sep 30, 2024",0.30%,198647782,NTES,2025-02-05
Morgan Stanley,1.79M,"Sep 30, 2024",0.28%,181545912,NTES,2025-02-05
"Wellington Management Group, LLP",25.01M,"Sep 30, 2024",1.01%,1457080645,UL,2025-02-05
"Fisher Asset Management, LLC",16.73M,"Sep 30, 2024",0.68%,974312800,UL,2025-02-05
GQG Partners LLC,10.13M,"Sep 30, 2024",0.41%,590360954,UL,2025-02-05
Morgan Stanley,8.26M,"Sep 30, 2024",0.33%,481382834,UL,2025-02-05
Bank of America Corporation,7.65M,"Sep 30, 2024",0.31%,445570909,UL,2025-02-05
State Farm Mutual Automobile Insurance Co,6.89M,"Sep 30, 2024",0.28%,401211903,UL,2025-02-05
"FMR, LLC",5.83M,"Sep 30, 2024",0.24%,339349180,UL,2025-02-05
"Hotchkis & Wiley Capital Management, LLC",5.11M,"Sep 30, 2024",0.21%,297426597,UL,2025-02-05
Dimensional Fund Advisors LP,4.85M,"Sep 30, 2024",0.20%,282688531,UL,2025-02-05
Wells Fargo & Company,4.89M,"Sep 30, 2024",0.20%,284960747,UL,2025-02-05
Vanguard Group Inc,46.24M,"Sep 30, 2024",11.06%,3565813565,DD,2025-02-05
Blackrock Inc.,30.27M,"Sep 30, 2024",7.24%,2334247952,DD,2025-02-05
State Street Corporation,16.98M,"Sep 30, 2024",4.06%,1309567545,DD,2025-02-05
Massachusetts Financial Services Co.,16.32M,"Sep 30, 2024",3.91%,1258782204,DD,2025-02-05
"Geode Capital Management, LLC",9.95M,"Sep 30, 2024",2.38%,767407593,DD,2025-02-05
Invesco Ltd.,9.58M,"Sep 30, 2024",2.29%,739054015,DD,2025-02-05
"Nuveen Asset Management, LLC",7.13M,"Sep 30, 2024",1.71%,549981604,DD,2025-02-05
Morgan Stanley,6.64M,"Sep 30, 2024",1.59%,512054433,DD,2025-02-05
"Franklin Resources, Inc.",6.41M,"Sep 30, 2024",1.53%,494312502,DD,2025-02-05
Northern Trust Corporation,4.24M,"Sep 30, 2024",1.01%,327069624,DD,2025-02-05
Vanguard Group Inc,420.69M,"Sep 30, 2024",5.24%,43103508179,WMT,2025-02-05
Blackrock Inc.,335.25M,"Sep 30, 2024",4.17%,34349985494,WMT,2025-02-05
State Street Corporation,184.24M,"Sep 30, 2024",2.29%,18877157484,WMT,2025-02-05
"Geode Capital Management, LLC",87.62M,"Sep 30, 2024",1.09%,8977279645,WMT,2025-02-05
Morgan Stanley,78.28M,"Sep 30, 2024",0.97%,8020625593,WMT,2025-02-05
Bank of America Corporation,70.35M,"Sep 30, 2024",0.88%,7207579578,WMT,2025-02-05
Norges Bank Investment Management,69.4M,"Jun 30, 2024",0.86%,7110252620,WMT,2025-02-05
"FMR, LLC",63.14M,"Sep 30, 2024",0.79%,6468877514,WMT,2025-02-05
Price (T.Rowe) Associates Inc,53.09M,"Sep 30, 2024",0.66%,5439469997,WMT,2025-02-05
"Fisher Asset Management, LLC",47.66M,"Sep 30, 2024",0.59%,4883227572,WMT,2025-02-05
Vanguard Group Inc,432.11M,"Sep 30, 2024",9.83%,47480488338,XOM,2025-02-05
Blackrock Inc.,306.81M,"Sep 30, 2024",6.98%,33712332392,XOM,2025-02-05
State Street Corporation,221.68M,"Sep 30, 2024",5.04%,24357750140,XOM,2025-02-05
"FMR, LLC",151.86M,"Sep 30, 2024",3.46%,16686777335,XOM,2025-02-05
"Geode Capital Management, LLC",92.19M,"Sep 30, 2024",2.10%,10130384259,XOM,2025-02-05
JP Morgan Chase & Company,89.42M,"Sep 30, 2024",2.03%,9825709442,XOM,2025-02-05
Morgan Stanley,69.36M,"Sep 30, 2024",1.58%,7621384401,XOM,2025-02-05
Bank of America Corporation,67.66M,"Sep 30, 2024",1.54%,7434064938,XOM,2025-02-05
Norges Bank Investment Management,64.29M,"Jun 30, 2024",1.46%,7064347316,XOM,2025-02-05
Price (T.Rowe) Associates Inc,50.25M,"Sep 30, 2024",1.14%,5521600399,XOM,2025-02-05
Vanguard Group Inc,98.99M,"Sep 30, 2024",11.56%,5275002346,GLW,2025-02-05
Blackrock Inc.,61.29M,"Sep 30, 2024",7.16%,3265890442,GLW,2025-02-05
"Wellington Management Group, LLP",39.23M,"Sep 30, 2024",4.58%,2090324372,GLW,2025-02-05
State Street Corporation,33.98M,"Sep 30, 2024",3.97%,1810958897,GLW,2025-02-05
Price (T.Rowe) Associates Inc,31.95M,"Sep 30, 2024",3.73%,1702744864,GLW,2025-02-05
"Geode Capital Management, LLC",17.94M,"Sep 30, 2024",2.09%,955858696,GLW,2025-02-05
JP Morgan Chase & Company,15.22M,"Sep 30, 2024",1.78%,811010931,GLW,2025-02-05
Morgan Stanley,14.32M,"Sep 30, 2024",1.67%,763114305,GLW,2025-02-05
State Farm Mutual Automobile Insurance Co,14.03M,"Sep 30, 2024",1.64%,747732359,GLW,2025-02-05
Bank of America Corporation,13.94M,"Sep 30, 2024",1.63%,743047369,GLW,2025-02-05
Vanguard Group Inc,20.87M,"Sep 30, 2024",12.49%,10038365264,MSI,2025-02-05
Blackrock Inc.,14.16M,"Sep 30, 2024",8.47%,6811724064,MSI,2025-02-05
Capital World Investors,9.87M,"Sep 30, 2024",5.91%,4747200221,MSI,2025-02-05
State Street Corporation,7.45M,"Sep 30, 2024",4.46%,3585832293,MSI,2025-02-05
"Geode Capital Management, LLC",3.74M,"Sep 30, 2024",2.24%,1797112324,MSI,2025-02-05
Alliancebernstein L.P.,3.12M,"Sep 30, 2024",1.86%,1499067529,MSI,2025-02-05
"FMR, LLC",2.7M,"Sep 30, 2024",1.61%,1296962651,MSI,2025-02-05
Amundi,2.54M,"Sep 30, 2024",1.52%,1222531061,MSI,2025-02-05
Invesco Ltd.,2.4M,"Sep 30, 2024",1.44%,1155504774,MSI,2025-02-05
"Raymond James & Associates, Inc.",2.28M,"Sep 30, 2024",1.36%,1096018956,MSI,2025-02-05
"Berkshire Hathaway, Inc",400M,"Sep 30, 2024",9.29%,25247999572,KO,2025-02-05
Vanguard Group Inc,376.04M,"Sep 30, 2024",8.73%,23735400123,KO,2025-02-05
Blackrock Inc.,317.54M,"Sep 30, 2024",7.37%,20043229618,KO,2025-02-05
State Street Corporation,164.77M,"Sep 30, 2024",3.82%,10400267517,KO,2025-02-05
"Geode Capital Management, LLC",92.96M,"Sep 30, 2024",2.16%,5867447508,KO,2025-02-05
"FMR, LLC",92.96M,"Sep 30, 2024",2.16%,5867721953,KO,2025-02-05
JP Morgan Chase & Company,86.95M,"Sep 30, 2024",2.02%,5488556333,KO,2025-02-05
Morgan Stanley,79.29M,"Sep 30, 2024",1.84%,5004909819,KO,2025-02-05
"Charles Schwab Investment Management, Inc.",62.59M,"Sep 30, 2024",1.45%,3950886946,KO,2025-02-05
Price (T.Rowe) Associates Inc,54.26M,"Sep 30, 2024",1.26%,3425155236,KO,2025-02-05
"Wellington Management Group, LLP",21.38M,"Sep 30, 2024",1.71%,1311831657,RIO,2025-02-05
"Fisher Asset Management, LLC",17.53M,"Sep 30, 2024",1.40%,1075699171,RIO,2025-02-05
State Farm Mutual Automobile Insurance Co,10.93M,"Sep 30, 2024",0.87%,670885781,RIO,2025-02-05
Goldman Sachs Group Inc,9.21M,"Sep 30, 2024",0.73%,564988104,RIO,2025-02-05
Morgan Stanley,7.51M,"Sep 30, 2024",0.60%,460873779,RIO,2025-02-05
"Franklin Resources, Inc.",5.05M,"Sep 30, 2024",0.40%,309632817,RIO,2025-02-05
Capital World Investors,4.94M,"Sep 30, 2024",0.39%,303390138,RIO,2025-02-05
"Neuberger Berman Group, LLC",2.47M,"Sep 30, 2024",0.20%,151821951,RIO,2025-02-05
Bank of America Corporation,2.29M,"Sep 30, 2024",0.18%,140796769,RIO,2025-02-05
Harding Loevner LLC,2.14M,"Sep 30, 2024",0.17%,131594461,RIO,2025-02-05
Al Mehwar Commercial Investments LLC,12.82M,"Sep 30, 2024",13.47%,671646806,VIST,2025-02-05
Morgan Stanley,3.5M,"Sep 30, 2024",3.67%,183191301,VIST,2025-02-05
Oaktree Capital Management LP,2.5M,"Sep 30, 2024",2.63%,131144541,VIST,2025-02-05
Capital World Investors,2.24M,"Sep 30, 2024",2.35%,117389763,VIST,2025-02-05
Citigroup Inc.,1.66M,"Sep 30, 2024",1.74%,86759405,VIST,2025-02-05
"Discovery Capital Management, LLC",1.26M,"Sep 30, 2024",1.32%,65934164,VIST,2025-02-05
Helikon Investments Ltd,1.24M,"Dec 31, 2024",1.30%,64875826,VIST,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",1.16M,"Sep 30, 2024",1.22%,60845028,VIST,2025-02-05
Capital Research Global Investors,1.15M,"Sep 30, 2024",1.20%,60011452,VIST,2025-02-05
"Driehaus Capital Management, LLC",1.07M,"Sep 30, 2024",1.12%,55981073,VIST,2025-02-05
Mondrian Investment Partners Ltd,73.96M,"Sep 30, 2024",0.49%,230020614,LYG,2025-02-05
"ClearBridge Investments, LLC",25.86M,"Sep 30, 2024",0.17%,80418075,LYG,2025-02-05
"Arrowstreet Capital, Limited Partnership",23.96M,"Sep 30, 2024",0.16%,74501583,LYG,2025-02-05
Goldman Sachs Group Inc,23.37M,"Sep 30, 2024",0.15%,72671709,LYG,2025-02-05
"FMR, LLC",19.28M,"Sep 30, 2024",0.13%,59960903,LYG,2025-02-05
Morgan Stanley,19.76M,"Sep 30, 2024",0.13%,61440750,LYG,2025-02-05
Dimensional Fund Advisors LP,15.95M,"Sep 30, 2024",0.11%,49607399,LYG,2025-02-05
Bank of America Corporation,14.22M,"Sep 30, 2024",0.09%,44220158,LYG,2025-02-05
"CIBC Private Wealth Group, LLC",12.56M,"Sep 30, 2024",0.08%,39046614,LYG,2025-02-05
Northern Trust Corporation,11.58M,"Sep 30, 2024",0.08%,36024018,LYG,2025-02-05
Blackrock Inc.,15.19M,"Sep 30, 2024",13.50%,839192260,ETSY,2025-02-05
Vanguard Group Inc,12.25M,"Sep 30, 2024",10.89%,677092470,ETSY,2025-02-05
Barclays Plc,6.5M,"Sep 30, 2024",5.77%,358981437,ETSY,2025-02-05
"Pacer Advisors, Inc.",5.73M,"Dec 31, 2024",5.10%,316904209,ETSY,2025-02-05
"Renaissance Technologies, LLC",5.19M,"Sep 30, 2024",4.61%,286583379,ETSY,2025-02-05
Elliott Investment Management L.P.,5M,"Sep 30, 2024",4.44%,276299991,ETSY,2025-02-05
Goldman Sachs Group Inc,4.51M,"Sep 30, 2024",4.01%,249314710,ETSY,2025-02-05
"Impactive Capital, LP",4.39M,"Sep 30, 2024",3.91%,242793754,ETSY,2025-02-05
"Arrowstreet Capital, Limited Partnership",3.88M,"Sep 30, 2024",3.45%,214181674,ETSY,2025-02-05
State Street Corporation,3.68M,"Sep 30, 2024",3.28%,203622318,ETSY,2025-02-05
Vanguard Group Inc,37.52M,"Sep 30, 2024",9.40%,266026965,CDE,2025-02-05
Blackrock Inc.,37.37M,"Sep 30, 2024",9.36%,264931787,CDE,2025-02-05
Van Eck Associates Corporation,31.74M,"Dec 31, 2024",7.95%,225061987,CDE,2025-02-05
State Street Corporation,17.19M,"Sep 30, 2024",4.30%,121877776,CDE,2025-02-05
Dimensional Fund Advisors LP,16.87M,"Sep 30, 2024",4.23%,119639782,CDE,2025-02-05
"Tidal Investments, LLC",12.01M,"Sep 30, 2024",3.01%,85158637,CDE,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,11.6M,"Sep 30, 2024",2.91%,82257387,CDE,2025-02-05
"Geode Capital Management, LLC",9.15M,"Sep 30, 2024",2.29%,64845900,CDE,2025-02-05
NewGen Asset Management Ltd.,7.71M,"Sep 30, 2024",1.93%,54686000,CDE,2025-02-05
Jupiter Asset Management Limited,6.23M,"Sep 30, 2024",1.56%,44176011,CDE,2025-02-05
Bank of America Corporation,5.53M,"Sep 30, 2024",0.99%,616503680,DEO,2025-02-05
"FMR, LLC",5.24M,"Sep 30, 2024",0.94%,584332991,DEO,2025-02-05
Morgan Stanley,2.23M,"Sep 30, 2024",0.40%,248063111,DEO,2025-02-05
Orbis Allan Gray Ltd,1.98M,"Sep 30, 2024",0.36%,220816610,DEO,2025-02-05
Wells Fargo & Company,1.63M,"Sep 30, 2024",0.29%,181321562,DEO,2025-02-05
Royal Bank of Canada,1.54M,"Sep 30, 2024",0.28%,171320920,DEO,2025-02-05
Envestnet Asset Management,1.43M,"Sep 30, 2024",0.26%,159905277,DEO,2025-02-05
Markel Group Inc,1.37M,"Sep 30, 2024",0.25%,152346942,DEO,2025-02-05
Massachusetts Financial Services Co.,1.25M,"Sep 30, 2024",0.23%,139827189,DEO,2025-02-05
"London Company of Virginia, (The)",1.25M,"Sep 30, 2024",0.22%,139353553,DEO,2025-02-05
Blackrock Inc.,30.81M,"Sep 30, 2024",10.48%,287797805,STNE,2025-02-05
"Madrone Advisors, LLC",25.34M,"Sep 30, 2024",8.62%,236668841,STNE,2025-02-05
"Point72 Asset Management, L.P.",11.42M,"Sep 30, 2024",3.89%,106685918,STNE,2025-02-05
Squadra Investments - Gestao De Recursos Ltda,9.5M,"Sep 30, 2024",3.23%,88771788,STNE,2025-02-05
Atmos Capital Gestao de Recursos Ltda,9.45M,"Sep 30, 2024",3.22%,88267176,STNE,2025-02-05
State Street Corporation,7.97M,"Sep 30, 2024",2.71%,74458826,STNE,2025-02-05
Marshall Wace LLP,6.83M,"Sep 30, 2024",2.32%,63755597,STNE,2025-02-05
"Slate Path Capital, LP",6.67M,"Sep 30, 2024",2.27%,62269781,STNE,2025-02-05
"Geode Capital Management, LLC",5.19M,"Sep 30, 2024",1.77%,48477813,STNE,2025-02-05
"Nuveen Asset Management, LLC",4.98M,"Sep 30, 2024",1.70%,46558976,STNE,2025-02-05
Vanguard Group Inc,27.15M,"Sep 30, 2024",8.23%,5130221269,SNOW,2025-02-05
Blackrock Inc.,16.51M,"Sep 30, 2024",5.00%,3118428770,SNOW,2025-02-05
Morgan Stanley,11.35M,"Sep 30, 2024",3.44%,2144545480,SNOW,2025-02-05
"Altimeter Capital Management, LP",8.65M,"Sep 30, 2024",2.62%,1633858830,SNOW,2025-02-05
Jennison Associates LLC,7.64M,"Dec 31, 2024",2.31%,1442859487,SNOW,2025-02-05
"Sc Us (ttgp), Ltd.",7.49M,"Sep 30, 2024",2.27%,1414529435,SNOW,2025-02-05
State Street Corporation,6.87M,"Sep 30, 2024",2.08%,1297400585,SNOW,2025-02-05
Norges Bank Investment Management,6.18M,"Jun 30, 2024",1.87%,1168439995,SNOW,2025-02-05
"Geode Capital Management, LLC",4.15M,"Sep 30, 2024",1.26%,784464913,SNOW,2025-02-05
"Two Sigma Advisers, LP",4.04M,"Sep 30, 2024",1.22%,763881746,SNOW,2025-02-05
Vanguard Group Inc,673.64M,"Sep 30, 2024",9.06%,278408564395,MSFT,2025-02-05
Blackrock Inc.,561.48M,"Sep 30, 2024",7.55%,232054946039,MSFT,2025-02-05
State Street Corporation,289.5M,"Sep 30, 2024",3.89%,119648015415,MSFT,2025-02-05
"FMR, LLC",211.63M,"Sep 30, 2024",2.85%,87464668244,MSFT,2025-02-05
"Geode Capital Management, LLC",165.02M,"Sep 30, 2024",2.22%,68203105961,MSFT,2025-02-05
JP Morgan Chase & Company,137.85M,"Sep 30, 2024",1.85%,56973147280,MSFT,2025-02-05
Price (T.Rowe) Associates Inc,135.66M,"Sep 30, 2024",1.82%,56066968847,MSFT,2025-02-05
Morgan Stanley,124.04M,"Sep 30, 2024",1.67%,51266107383,MSFT,2025-02-05
Norges Bank Investment Management,97.07M,"Jun 30, 2024",1.31%,40118590967,MSFT,2025-02-05
Capital International Investors,76.78M,"Sep 30, 2024",1.03%,31733484716,MSFT,2025-02-05
Exor N.V.,164.55M,"Dec 31, 2024",17.51%,4513712347,PHG,2025-02-05
Mondrian Investment Partners Ltd,7.89M,"Sep 30, 2024",0.84%,216543586,PHG,2025-02-05
"Fiduciary Management, Inc.",6.47M,"Sep 30, 2024",0.69%,177405392,PHG,2025-02-05
"FMR, LLC",6.14M,"Sep 30, 2024",0.65%,168384762,PHG,2025-02-05
Blackrock Inc.,4.66M,"Sep 30, 2024",0.50%,127799251,PHG,2025-02-05
Dimensional Fund Advisors LP,4.2M,"Sep 30, 2024",0.45%,115317284,PHG,2025-02-05
Morgan Stanley,2.32M,"Sep 30, 2024",0.25%,63524232,PHG,2025-02-05
"Thompson, Siegel & Walmsley LLC",1.68M,"Sep 30, 2024",0.18%,46055875,PHG,2025-02-05
Envestnet Asset Management,1.41M,"Sep 30, 2024",0.15%,38758837,PHG,2025-02-05
Causeway Capital Management LLC,1.26M,"Sep 30, 2024",0.13%,34655665,PHG,2025-02-05
Vanguard Group Inc,90.3M,"Sep 30, 2024",9.77%,23775821438,IBM,2025-02-05
Blackrock Inc.,77.54M,"Sep 30, 2024",8.39%,20416801597,IBM,2025-02-05
State Street Corporation,55.67M,"Sep 30, 2024",6.02%,14658406114,IBM,2025-02-05
"Geode Capital Management, LLC",20.48M,"Sep 30, 2024",2.22%,5392949055,IBM,2025-02-05
Bank of America Corporation,17.43M,"Sep 30, 2024",1.89%,4590526544,IBM,2025-02-05
Morgan Stanley,14.15M,"Sep 30, 2024",1.53%,3724980231,IBM,2025-02-05
JP Morgan Chase & Company,12.1M,"Sep 30, 2024",1.31%,3186291626,IBM,2025-02-05
Northern Trust Corporation,9.14M,"Sep 30, 2024",0.99%,2407031615,IBM,2025-02-05
Legal & General Group PLC,9.04M,"Sep 30, 2024",0.98%,2380661068,IBM,2025-02-05
Amundi,8.17M,"Sep 30, 2024",0.88%,2151588762,IBM,2025-02-05
Vanguard Group Inc,231.02M,"Sep 30, 2024",9.60%,35736461624,JNJ,2025-02-05
Blackrock Inc.,199.95M,"Sep 30, 2024",8.30%,30930649928,JNJ,2025-02-05
State Street Corporation,134.25M,"Sep 30, 2024",5.58%,20766484831,JNJ,2025-02-05
"Geode Capital Management, LLC",56.11M,"Sep 30, 2024",2.33%,8679174022,JNJ,2025-02-05
Morgan Stanley,45.16M,"Sep 30, 2024",1.88%,6986129845,JNJ,2025-02-05
JP Morgan Chase & Company,34.36M,"Sep 30, 2024",1.43%,5314839722,JNJ,2025-02-05
State Farm Mutual Automobile Insurance Co,31.68M,"Sep 30, 2024",1.32%,4899881934,JNJ,2025-02-05
Norges Bank Investment Management,29.09M,"Jun 30, 2024",1.21%,4500298631,JNJ,2025-02-05
Northern Trust Corporation,27.45M,"Sep 30, 2024",1.14%,4246231285,JNJ,2025-02-05
Price (T.Rowe) Associates Inc,25.16M,"Sep 30, 2024",1.05%,3892070381,JNJ,2025-02-05
Vanguard Group Inc,344.9M,"Sep 30, 2024",8.84%,3452459889,F,2025-02-05
Blackrock Inc.,285.12M,"Sep 30, 2024",7.30%,2854044948,F,2025-02-05
State Street Corporation,171.86M,"Sep 30, 2024",4.40%,1720314885,F,2025-02-05
"Newport Trust Company, LLC",156.13M,"Sep 30, 2024",4.00%,1562896961,F,2025-02-05
"Charles Schwab Investment Management, Inc.",122.61M,"Sep 30, 2024",3.14%,1227316698,F,2025-02-05
"Geode Capital Management, LLC",81.99M,"Sep 30, 2024",2.10%,820711480,F,2025-02-05
Morgan Stanley,49.27M,"Sep 30, 2024",1.26%,493155103,F,2025-02-05
Dimensional Fund Advisors LP,41.58M,"Sep 30, 2024",1.07%,416244728,F,2025-02-05
Norges Bank Investment Management,38.6M,"Jun 30, 2024",0.99%,386395318,F,2025-02-05
Invesco Ltd.,33.68M,"Sep 30, 2024",0.86%,337096517,F,2025-02-05
State Street Corporation,159.11M,"Sep 30, 2024",8.85%,24341512153,CVX,2025-02-05
Vanguard Group Inc,158.53M,"Sep 30, 2024",8.82%,24253594458,CVX,2025-02-05
Blackrock Inc.,128.96M,"Sep 30, 2024",7.18%,19729416852,CVX,2025-02-05
"Berkshire Hathaway, Inc",118.61M,"Sep 30, 2024",6.60%,18146226248,CVX,2025-02-05
"Geode Capital Management, LLC",35.88M,"Sep 30, 2024",2.00%,5488723595,CVX,2025-02-05
Morgan Stanley,35.58M,"Sep 30, 2024",1.98%,5443391891,CVX,2025-02-05
"Charles Schwab Investment Management, Inc.",31.11M,"Sep 30, 2024",1.73%,4759329363,CVX,2025-02-05
JP Morgan Chase & Company,26.92M,"Sep 30, 2024",1.50%,4118045746,CVX,2025-02-05
Bank of America Corporation,27.03M,"Sep 30, 2024",1.50%,4135594618,CVX,2025-02-05
Norges Bank Investment Management,20.34M,"Jun 30, 2024",1.13%,3111490690,CVX,2025-02-05
"Berkshire Hathaway, Inc",255.28M,"Sep 30, 2024",27.21%,12090133132,OXY,2025-02-05
Dodge & Cox Inc,78.01M,"Sep 30, 2024",8.31%,3694603280,OXY,2025-02-05
Vanguard Group Inc,57.69M,"Sep 30, 2024",6.15%,2732179775,OXY,2025-02-05
Blackrock Inc.,41.7M,"Sep 30, 2024",4.44%,1975126803,OXY,2025-02-05
State Street Corporation,41.33M,"Sep 30, 2024",4.40%,1957352500,OXY,2025-02-05
"Geode Capital Management, LLC",13.85M,"Sep 30, 2024",1.48%,655788718,OXY,2025-02-05
Eagle Capital Management LLC,11.39M,"Sep 30, 2024",1.21%,539571018,OXY,2025-02-05
Morgan Stanley,11.35M,"Sep 30, 2024",1.21%,537601789,OXY,2025-02-05
"H&H International Investment, LLC",9.22M,"Sep 30, 2024",0.98%,436834437,OXY,2025-02-05
"FMR, LLC",8.57M,"Sep 30, 2024",0.91%,405874258,OXY,2025-02-05
Vanguard Group Inc,249.8M,"Sep 30, 2024",9.88%,22399916600,MRK,2025-02-05
Blackrock Inc.,212.06M,"Sep 30, 2024",8.38%,19015396228,MRK,2025-02-05
State Street Corporation,119.03M,"Sep 30, 2024",4.71%,10673098146,MRK,2025-02-05
"Wellington Management Group, LLP",75.81M,"Sep 30, 2024",3.00%,6797827234,MRK,2025-02-05
"Geode Capital Management, LLC",59.16M,"Sep 30, 2024",2.34%,5304429100,MRK,2025-02-05
"FMR, LLC",49.71M,"Sep 30, 2024",1.96%,4457164188,MRK,2025-02-05
Morgan Stanley,44.39M,"Sep 30, 2024",1.75%,3980614597,MRK,2025-02-05
Bank of America Corporation,38.87M,"Sep 30, 2024",1.54%,3485295640,MRK,2025-02-05
Norges Bank Investment Management,33.81M,"Jun 30, 2024",1.34%,3031471476,MRK,2025-02-05
JP Morgan Chase & Company,27.29M,"Sep 30, 2024",1.08%,2446723464,MRK,2025-02-05
Blackrock Inc.,104.8M,"Sep 30, 2024",10.53%,5010440190,GM,2025-02-05
Vanguard Group Inc,94.37M,"Sep 30, 2024",9.48%,4511694144,GM,2025-02-05
State Street Corporation,51.35M,"Sep 30, 2024",5.16%,2455142441,GM,2025-02-05
Capital World Investors,48.25M,"Sep 30, 2024",4.85%,2306830223,GM,2025-02-05
Harris Associates L.P.,32.37M,"Sep 30, 2024",3.25%,1547402009,GM,2025-02-05
"Arrowstreet Capital, Limited Partnership",30.13M,"Sep 30, 2024",3.03%,1440606084,GM,2025-02-05
"Franklin Resources, Inc.",28.1M,"Sep 30, 2024",2.82%,1343571957,GM,2025-02-05
"Greenhaven Associates, Inc.",23.72M,"Dec 31, 2024",2.38%,1134217890,GM,2025-02-05
"Geode Capital Management, LLC",23.62M,"Sep 30, 2024",2.37%,1129297715,GM,2025-02-05
"FMR, LLC",19.28M,"Sep 30, 2024",1.94%,921686322,GM,2025-02-05
Vanguard Group Inc,155.12M,"Sep 30, 2024",5.55%,26627192528,ORCL,2025-02-05
